Title,Year,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players
Duelyst,2016.0,CounterplayGames,Fantasy;Strategy;Turn-Based;General,PC,82.0,7.7,Online Multiplayer
The Walking Dead: Episode 1 - A New Day,2012.0,TelltaleGames,Action;Miscellaneous;Adventure;General;Compilation;Point-and-Click,PC,82.0,8.4,not specified
Soul Sacrifice Delta,2014.0,SCEJapanStudio,Role-Playing;Action RPG,PlayStationVita,82.0,8.5,Up to 4 
Rock Band Rivals,2016.0,HarmonixMusicSystems,Action;Rhythm;Music,XboxOne,82.0,6.6,not specified
Resident Evil HD Remaster,2015.0,Capcom,Horror;Action Adventure;Survival,XboxOne,82.0,8.0,not specified
Far Cry 4,2014.0,UbisoftMontreal,Action;Shooter;First-Person;Modern;Arcade,XboxOne,82.0,7.6,Up to 10 
Age of Wonders III - Golden Realms,2014.0,TriumphStudios,Fantasy;Strategy;Turn-Based;General,PC,82.0,8.6,not specified
Prey,2017.0,ArkaneStudios,General;Action;Shooter;First-Person;Arcade,PC,82.0,8.0,No Online Multiplayer
Dark Souls II: Crown of the Sunken King,2014.0,NamcoBandaiGames,Role-Playing;Action RPG,PC,82.0,7.4,not specified
Enter the Gungeon,2016.0,DodgeRoll,Action;General,PlayStation4,82.0,7.5,not specified
Resident Evil HD Remaster,2015.0,Capcom,Action Adventure;Horror;Survival,PC,82.0,8.3,No Online Multiplayer
Disgaea 4: A Promise Revisited,2014.0,NipponIchiSoftware,Fantasy;Strategy;Turn-Based;Fantasy;Tactics,PlayStationVita,82.0,8.1,No Online Multiplayer
Year Walk,2015.0,Simogo,Adventure;3D;First-Person,WiiU,82.0,7.8,not specified
SteamWorld Dig,2014.0,Image&Form,Action;Action Adventure;General;Platformer;2D,PlayStation4,82.0,7.3,not specified
Tekken 7,2017.0,BandaiNamcoGames,Action;Fighting;3D,PlayStation4,82.0,6.8,Up to 8 
Metro: Last Light,2013.0,4AGames,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,82.0,8.6,not specified
Rising Storm,2013.0,AntimatterGames,Action;Shooter;Shooter;First-Person;Historic;Arcade,PC,82.0,8.5,not specified
Lethal League,2014.0,Reptile,Action;Fighting;2D,PC,82.0,7.7,not specified
Madden NFL 18,2017.0,EASports,Sports;Team;Football;Sim,XboxOne,82.0,4.8,Up to 6 
Botanicula,2012.0,AmanitaDesign,Adventure;General;Third-Person;General;Point-and-Click;Fantasy,PC,82.0,8.3,not specified
Darkest Dungeon: The Crimson Court,2017.0,RedHookStudios,Role-Playing;General,PC,82.0,6.3,not specified
She Remembered Caterpillars,2017.0,YsbrydGames,Puzzle;Action,PC,82.0,5.9,No Online Multiplayer
Pro Evolution Soccer 2015,2014.0,Konami,Sports;Traditional;Team;Soccer;Sim,PC,82.0,5.7,not specified
FIFA 15,2014.0,EASports,Sports;Traditional;Team;Soccer;Sim,PlayStation4,82.0,5.6,Up to 22 
PixelJunk Shooter Ultimate,2014.0,DoubleEleven,Action;Shooter;Scrolling;Shoot-'Em-Up;Vertical,PlayStation4,82.0,7.2,not specified
ZEN Pinball 2,2013.0,ZenStudios,Action;Miscellaneous;Parlor;Pinball,PlayStation4,82.0,6.9,not specified
Bulletstorm: Full Clip Edition,2017.0,PeopleCanFly,Action;Shooter;First-Person;Arcade,XboxOne,82.0,7.1,not specified
Severed,2016.0,DrinkBoxStudios,Fantasy;Action Adventure;General,PlayStationVita,82.0,7.8,not specified
OlliOlli2: Welcome to Olliwood,2015.0,roll7,Sports;Individual;Skate / Skateboard,PC,82.0,5.4,not specified
WildStar,2014.0,CarbineStudios,Sci-Fi;Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Sci-Fi,PC,82.0,7.5,Online Multiplayer
Broken Age: Act 1,2014.0,DoubleFineProductions,General;Adventure;General;3D;Point-and-Click;Third-Person;Fantasy,PC,82.0,7.8,No Online Multiplayer
Starbound,2016.0,Chucklefish,Fantasy;General;Fantasy;Action Adventure;Sandbox,PC,81.0,7.2,Online Multiplayer
Nidhogg,2014.0,Messhof,General;Action;Miscellaneous;General,PC,81.0,6.7,1-2 
The Elder Scrolls V: Skyrim Special Edition,2016.0,BethesdaGameStudios,Role-Playing;Western-Style,PlayStation4,81.0,6.9,No Online Multiplayer
Battlefield 4,2013.0,EADICE,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,81.0,6.1,not specified
Torment: Tides of Numenera,2017.0,InXileEntertainment,General;General;Role-Playing;Western-Style,PC,81.0,7.0,No Online Multiplayer
Kalimba,2014.0,PressPlay,Action;General,XboxOne,81.0,7.3,not specified
Metrico+,2016.0,DigitalDreams,Puzzle;Action,PlayStation4,81.0,6.3,not specified
Tekken 7,2017.0,BandaiNamcoGames,Action;Fighting;3D,XboxOne,81.0,6.2,Up to 8 
Madden NFL 15,2014.0,EASports,Sports;Traditional;Team;Football;Sim,PlayStation4,81.0,6.1,not specified
Quadrilateral Cowboy,2016.0,BlendoGames,Simulation;Virtual;Career,PC,81.0,7.3,No Online Multiplayer
Plants vs Zombies: Garden Warfare 2,2016.0,PopCap,General;Action;Shooter;Third-Person;Tactical,PlayStation4,81.0,7.6,Up to 24 
Danganronpa V3: Killing Harmony,2017.0,SpikeChunsoft,Action;General;Adventure;Visual Novel,PlayStation4,81.0,8.0,No Online Multiplayer
Shadowrun: Hong Kong,2015.0,HarebrainedSchemesLLC,Role-Playing;Western-Style,PC,81.0,7.8,No Online Multiplayer
War Thunder,2013.0,GaijinEntertainment,Action;Simulation;Flight;Flight;Vehicle;Combat,PC,81.0,6.5,not specified
Hitman - Episode 6: Hokkaido,2016.0,IoInteractive,Action Adventure;General,PlayStation4,81.0,6.7,not specified
Splatoon,2015.0,Nintendo,Fantasy;Action;Shooter;Third-Person;Arcade,WiiU,81.0,8.7,Up to 8 
Sunless Sea,2014.0,FailbetterGames,Sci-Fi;Action Adventure;General,PC,81.0,7.6,No Online Multiplayer
The Walking Dead: Season Two Episode 3 - In Harm's Way,2014.0,TelltaleGames,General;Action;Adventure;General;Point-and-Click,PC,81.0,8.3,not specified
Marvel Heroes 2015,2014.0,Gazillion,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Sci-Fi,PC,81.0,8.2,not specified
Football Manager 2016,2015.0,Sega,Sports;Team;Soccer;Management,PC,81.0,6.9,not specified
Tearaway Unfolded,2015.0,MediaMolecule,Action Adventure;Adventure;General;Fantasy,PlayStation4,81.0,8.0,not specified
Trackmania Turbo,2016.0,Nadeo,Racing;Arcade;Automobile,PlayStation4,81.0,7.6,Up to 32 
Hellblade: Senua's Sacrifice,2017.0,NinjaTheory,Fantasy;Action Adventure;General,PlayStation4,81.0,8.3,No Online Multiplayer
Call of Duty: Black Ops III,2015.0,Treyarch,Action;Shooter;First-Person;Arcade,XboxOne,81.0,4.5,Up to 18 
Darksiders II,2012.0,VigilGames,Action Adventure;Modern;Fantasy;Fantasy;Open-World,PC,81.0,7.9,not specified
Wolfenstein: The New Order,2014.0,MachineGames,General;Action;Shooter;First-Person;Historic;Arcade,PC,81.0,8.2,No Online Multiplayer
Downwell,2015.0,Moppin,Action;General,PC,81.0,6.5,No Online Multiplayer
Lone Survivor,2012.0,superflatgames,Action Adventure;Horror;Horror;Survival,PC,81.0,7.3,No Online Multiplayer
Deus Ex: Mankind Divided - A Criminal Past,2017.0,EidosMontreal,Action Adventure;General,PlayStation4,81.0,6.6,not specified
Call of Duty: Advanced Warfare,2014.0,SledgehammerGames,Action;Shooter;First-Person;Modern;Arcade,XboxOne,81.0,5.5,Up to 18 
Rising Storm 2: Vietnam,2017.0,AntimatterGames,Action;Shooter;First-Person;Tactical,PC,81.0,7.9,Online Multiplayer
Alien: Isolation,2014.0,CreativeAssembly,Action Adventure;Sci-Fi;General;Survival,PC,81.0,8.5,No Online Multiplayer
Kentucky Route Zero - Act I,2013.0,CardboardComputer,Adventure;General;General,PC,81.0,7.5,not specified
Call of Duty: Black Ops II,2012.0,Treyarch,Action;Shooter;Shooter;First-Person;Historic;Modern;Arcade,WiiU,81.0,6.9,not specified
Lone Survivor: The Director's Cut,2013.0,"CurveStudios,superflatgames",Action Adventure;Horror;Horror;Survival,PlayStationVita,81.0,8.0,not specified
Life is Strange: Episode 3 - Chaos Theory,2015.0,DONTNODEntertainment,Action Adventure;General,PlayStation4,81.0,8.2,not specified
Life is Strange: Before the Storm - Episode 3: Hell is Empty,2017.0,DeckNineGames,Action Adventure;General,XboxOne,81.0,8.3,not specified
FAST Racing NEO,2015.0,Shin'en,Driving;Racing;Arcade;Futuristic,WiiU,81.0,8.6,not specified
Gunslugs,2014.0,AbstractionGames,Action;General,PlayStationVita,81.0,7.2,not specified
Fortnite,2017.0,EpicGames,Action;General;General;Shooter;Third-Person;Tactical,PC,81.0,3.4,Massively Multiplayer
Cities: Skylines - PlayStation 4 Edition,2017.0,Tantalus,Strategy;Management;Government,PlayStation4,81.0,7.7,No Online Multiplayer
Unravel,2016.0,ColdwoodInteractive,Action;Platformer;2D,PC,81.0,7.8,not specified
Castlevania: Lords of Shadow Ultimate Edition,2013.0,MercurySteam,Action Adventure;Fantasy;General;Fantasy,PC,81.0,7.4,No Online Multiplayer
The Cat Lady,2012.0,HarvesterGames,Adventure;General;General,PC,81.0,8.8,not specified
Guitar Hero Live,2015.0,FreeStyleGames,Action;Rhythm;Music,XboxOne,81.0,5.1,not specified
Skylanders SuperChargers,2015.0,VicariousVisions,Action;Platformer;3D,PlayStation4,81.0,3.8,Up to 4 
Vessel,2012.0,StrangeLoopGames,Action;Platformer;Platformer;2D;2D,PC,81.0,7.9,not specified
Captain Toad: Treasure Tracker,2014.0,NintendoEADTokyo,Action;Platformer;3D,WiiU,81.0,8.6,No Online Multiplayer
Life is Strange: Episode 5 - Polarized,2015.0,DONTNODEntertainment,Action Adventure;General,PlayStation4,81.0,8.3,not specified
SteamWorld Heist,2016.0,Image&Form,Strategy;Turn-Based;General,PC,81.0,8.2,No Online Multiplayer
Helldivers,2015.0,ArrowheadGameStudios,Shooter;Sci-Fi;Sci-Fi;Action;Shooter;Third-Person;Arcade,PlayStation4,81.0,8.1,2 
Company of Heroes 2: Ardennes Assault,2014.0,"Relic,Sega,RelicEntertainment",Strategy;Real-Time;General;Historic,PC,81.0,6.3,not specified
Tales From The Borderlands: Episode 3 - Catch A Ride,2015.0,TelltaleGames,Adventure;General,PC,81.0,8.4,not specified
The Walking Dead: Season Two Episode 2 - A House Divided,2014.0,TelltaleGames,General;Action;Adventure;General;Point-and-Click,PC,81.0,8.5,not specified
Finding Paradise,2017.0,FreebirdGames,Role-Playing;Japanese-Style,PC,81.0,8.3,not specified
Kingdoms of Amalur: Reckoning,2012.0,BigHugeGames,Role-Playing;PC-style RPG;Action RPG,PC,81.0,6.6,No Online Multiplayer
Brothers: A Tale of Two Sons,2015.0,Starbreeze,Action Adventure;Linear,PlayStation4,81.0,8.2,not specified
Broken Age,2015.0,DoubleFineProductions,Third-Person;3D;Adventure;Point-and-Click,PlayStation4,81.0,7.3,not specified
Life is Strange: Episode 4 - Dark Room,2015.0,DONTNODEntertainment,Action Adventure;General,PlayStation4,81.0,8.4,not specified
Sunset Overdrive,2014.0,InsomniacGames,General;Action;General;Shooter;Third-Person;Arcade,XboxOne,81.0,7.8,Up to 8 
The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,2016.0,TelltaleGames,Action;General;Adventure;Point-and-Click,PC,81.0,7.1,not specified
DG2: Defense Grid 2,2014.0,HiddenPathEntertainment,General;Strategy;Real-Time;General;Defense,PC,81.0,6.7,not specified
Metal Gear Solid HD Collection,2012.0,ArmatureStudio,Miscellaneous;Action Adventure;Modern;Compilation;Compilation,PlayStationVita,81.0,8.4,1 Player
Firewatch,2016.0,CampoSanto,General;Adventure;3D;First-Person,PC,81.0,6.9,not specified
Reigns: Her Majesty,2017.0,Nerial,Simulation;General,PC,81.0,7.8,No Online Multiplayer
Children of Zodiarcs,2017.0,CardboardUtopia,Role-Playing;Japanese-Style,PlayStation4,81.0,5.9,No Online Multiplayer
Little Nightmares,2017.0,TarsierStudios,Action Adventure;General;Linear,PC,81.0,8.1,No Online Multiplayer
Shantae: Half-Genie Hero,2016.0,WayForward,Action;Platformer;Platformer;2D;2D,PlayStation4,81.0,7.6,No Online Multiplayer
OneShot,2016.0,TeamOneshot,Puzzle;Action,PC,81.0,8.6,No Online Multiplayer
Watch Dogs 2,2016.0,UbisoftMontreal,Action Adventure;Open-World,XboxOne,81.0,7.5,Up to 4 
Zombie Night Terror,2016.0,NoClip,Puzzle;Action,PC,81.0,8.1,No Online Multiplayer
Victoria II: Heart of Darkness,2013.0,ParadoxDevelopmentStudio,Strategy;Real-Time;Historic;General,PC,81.0,8.8,not specified
Waveform,2012.0,EdenIndustries,Puzzle;Action;General;General,PC,81.0,7.5,not specified
Middle-earth: Shadow of War,2017.0,MonolithProductions,Action Adventure;Open-World,XboxOne,81.0,3.5,not specified
Joe Danger 2: The Movie,2015.0,FourDoorLemon,Action;Racing;General;Arcade;Other,PlayStationVita,81.0,6.4,not specified
Final Fantasy XV,2016.0,SquareEnix,Action RPG;Role-Playing;Action RPG,PlayStation4,81.0,7.5,Up to 4 
Dragon's Dogma: Dark Arisen,2016.0,"Capcom,QLOC",Role-Playing;Action RPG,PC,81.0,8.1,No Online Multiplayer
Guild Wars 2: Heart of Thorns,2015.0,ArenaNet,Role-Playing;Massively Multiplayer,PC,81.0,7.3,not specified
Far Cry 3: Blood Dragon,2013.0,UbisoftMontreal,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,81.0,8.1,not specified
SUPERBEAT: XONiC,2015.0,Nurijoy,Action;Rhythm;Music,PlayStationVita,81.0,7.3,not specified
Sid Meier's Civilization: Beyond Earth,2014.0,FiraxisGames,Strategy;Turn-Based;Sci-Fi;General;4X,PC,81.0,5.5,not specified
Pro Evolution Soccer 2018,2017.0,Konami,Sports;Team;Soccer;Sim,PC,81.0,7.1,Online Multiplayer
Awesomenauts Assemble!,2016.0,"AbstractionGames,RonimoGames",Strategy;Real-Time;MOBA,XboxOne,81.0,7.2,not specified
Assassin's Creed Origins,2017.0,"Ubisoft,UbisoftMontreal",Action Adventure;Open-World,PlayStation4,81.0,7.2,No Online Multiplayer
Hatsune Miku: Project Diva f,2014.0,Sega,Action;Miscellaneous;Rhythm;Music;Music,PlayStationVita,81.0,7.9,not specified
The Bug Butcher,2016.0,AwfullyNiceStudios,Action;Platformer;2D,PC,81.0,7.8,not specified
Project CARS,2015.0,SlightlyMadStudios,Driving;Racing;Simulation;General;Automobile,XboxOne,81.0,5.8,Up to 16 
Wasteland 2,2014.0,InXileEntertainment,PC-style RPG;General;Role-Playing;PC-style RPG;Western-Style,PC,81.0,7.3,not specified
Tales From The Borderlands: Episode 2 - Atlas Mugged,2015.0,TelltaleGames,Adventure;General,PlayStation4,81.0,7.5,not specified
Star Wars Pinball: The Force Awakens,2016.0,ZenStudios,Action;Pinball,PlayStation4,81.0,4.8,not specified
The Age of Decadence,2015.0,IronTowerStudio,PC-style RPG;Role-Playing;Western-Style,PC,81.0,8.1,not specified
Galactic Civilizations III,2014.0,Stardock,Strategy;Turn-Based;General;4X,PC,81.0,6.6,Online Multiplayer
Stories Untold,2017.0,NoCode,Adventure;Text,PC,81.0,6.8,not specified
Slime Rancher,2017.0,MonomiPark,Action;Shooter;First-Person;Arcade,PC,81.0,7.8,No Online Multiplayer
Nelly Cootalot: The Fowl Fleet,2016.0,"ApplicationSystemsHeidelbergSoftwareGmbH,ApplicationSystemsHeidelberg",Adventure;Point-and-Click,PC,81.0,7.9,No Online Multiplayer
Order of Battle: Pacific,2015.0,TheArtistocrats,Strategy;Turn-Based;4X,PC,81.0,5.6,not specified
Valiant Hearts: The Great War,2014.0,UbisoftMontpellier,Platformer;2D;Action;Platformer;2D,XboxOne,81.0,8.0,not specified
Maldita Castilla EX: Cursed Castilla,2016.0,Locomalito,Action;Platformer;2D,XboxOne,81.0,7.7,not specified
Overcooked!,2016.0,GhostTownGamesLtd.,Action;Simulation;Arcade;Virtual;Career,PC,81.0,8.1,not specified
Danganronpa 2: Goodbye Despair,2014.0,SpikeChunsoft,Action;Adventure;General;Visual Novel,PlayStationVita,81.0,8.8,No Online Multiplayer
Motorsport Manager,2016.0,PlaysportGames,Action;Simulation;General;Virtual;Career,PC,81.0,8.5,No Online Multiplayer
The Vanishing of Ethan Carter,2015.0,TheAstronauts,Miscellaneous;General;Adventure;3D;First-Person,PlayStation4,81.0,7.6,not specified
South Park: The Fractured But Whole,2017.0,UbisoftSanFrancisco,Role-Playing;General,PC,81.0,6.6,No Online Multiplayer
Sleeping Dogs,2012.0,UnitedFrontGames,Modern;Action Adventure;Modern;Open-World,PC,81.0,8.2,No Online Multiplayer
FIFA 18,2017.0,EAVancouver,Sports;Team;Soccer;Sim,PC,81.0,2.7,not specified
Cities: Skylines - Xbox One Edition,2017.0,Tantalus,Strategy;Management;Government,XboxOne,81.0,6.0,No Online Multiplayer
Sine Mora EX,2017.0,DigitalReality,Action;Shooter;Shoot-'Em-Up;Horizontal,PlayStation4,81.0,7.6,not specified
Mortal Kombat Komplete Edition,2013.0,NetherRealmStudios,Action;Miscellaneous;Fighting;Fighting;Compilation;2D;2D,PC,81.0,8.7,not specified
Shadowrun: Dragonfall,2014.0,HarebrainedSchemesLLC,General;Role-Playing;General,PC,81.0,8.2,not specified
Steins;Gate 0,2016.0,5pb,Adventure;Visual Novel,PlayStation4,81.0,8.3,not specified
World of Warships,2015.0,Wargaming.net,Action;General;General,PC,81.0,6.1,Online Multiplayer
Hatsune Miku: Project Diva F 2nd,2014.0,Sega,Action;Miscellaneous;Rhythm;Music,PlayStationVita,81.0,8.4,not specified
Wargame: European Escalation,2012.0,EugenSystems,Strategy;Real-Time;Historic;General;Historic;Tactics,PC,81.0,8.2,not specified
Dishonored: Death of the Outsider,2017.0,ArkaneStudios,Action Adventure;General,PC,81.0,7.1,No Online Multiplayer
Redout,2017.0,505Games,Racing;Arcade;Futuristic,PlayStation4,81.0,7.6,Up to 6 
Sniper Elite 4,2017.0,Rebellion,Action;Shooter;First-Person;Tactical,XboxOne,81.0,7.3,not specified
Call of Duty: Black Ops III,2015.0,Treyarch,Action;Shooter;First-Person;Arcade,PlayStation4,81.0,4.8,Up to 18 
Maldita Castilla EX: Cursed Castilla,2016.0,Locomalito,Action;Platformer;2D,PC,81.0,7.8,No Online Multiplayer
Atlas Reactor,2016.0,TrionWorlds,Turn-Based;Action;General,PC,81.0,7.8,Online Multiplayer
Antihero,2017.0,TimConkling,Strategy;Turn-Based;Tactics,PC,81.0,6.6,Online Multiplayer
Halo Wars: Definitive Edition,2017.0,"MicrosoftGameStudios,Microsoft",Strategy;Real-Time;General,XboxOne,81.0,7.0,not specified
Redout,2016.0,34BigThings,General;Racing;Arcade;Futuristic,PC,81.0,8.0,Online Multiplayer
God of War III Remastered,2015.0,WholesaleAlgorithms,Action Adventure;Linear,PlayStation4,81.0,8.1,not specified
Stick it to the Man!,2014.0,Zoink!,Action;Platformer;3D,WiiU,81.0,7.5,not specified
Affordable Space Adventures,2015.0,KnapNokGames,Scrolling;Action;Shooter;Shoot-'Em-Up;Vertical,WiiU,81.0,8.2,not specified
Darksiders: Warmastered Edition,2016.0,NordicGamesPublishing,Action Adventure;Open-World,PlayStation4,81.0,7.6,not specified
FIFA 16,2015.0,EASports,Sports;Team;Soccer;Sim,PC,81.0,4.4,not specified
Europa Universalis IV: Conquest of Paradise,2014.0,ParadoxDevelopmentStudio,Strategy;Real-Time;Historic;General;Historic,PC,81.0,7.7,not specified
The Book of Unwritten Tales 2,2015.0,KINGArt,Adventure;General;Point-and-Click,PC,80.0,7.6,No Online Multiplayer
The Legend of Heroes: Trails of Cold Steel II,2016.0,Falcom,Role-Playing;Japanese-Style,PlayStationVita,80.0,7.6,not specified
Plants vs Zombies: Garden Warfare 2,2016.0,PopCap,Action;Shooter;Third-Person;Tactical,XboxOne,80.0,7.8,not specified
Shantae: Half-Genie Hero,2016.0,WayForward,Action;Platformer;Platformer;2D;2D,WiiU,80.0,8.4,not specified
Pac-Man 256,2016.0,HIPSTERWHALE,Action;General;Arcade,XboxOne,80.0,6.8,not specified
Disgaea 5: Alliance of Vengeance,2015.0,NipponIchiSoftware,Fantasy;Strategy;Turn-Based;Tactics,PlayStation4,80.0,8.5,No Online Multiplayer
Lovers in a Dangerous Spacetime,2015.0,AsteroidBase,Action;Platformer;Platformer;Shooter;2D;2D;Shoot-'Em-Up;Horizontal,PC,80.0,7.3,No Online Multiplayer
Company of Heroes 2: The Western Front Armies,2014.0,"Relic,RelicEntertainment",Strategy;Real-Time;General;Historic,PC,80.0,6.9,not specified
Darksiders: Warmastered Edition,2016.0,NordicGamesPublishing,Action Adventure;Open-World,XboxOne,80.0,7.9,not specified
Sid Meier's Civilization V: Gods & Kings,2012.0,FiraxisGames,Strategy;Turn-Based;Historic;Historic;4X,PC,80.0,7.7,not specified
The Elder Scrolls: Legends,2017.0,"BethesdaSoftworks,DireWolfDigital",Miscellaneous;Board / Card Game,PC,80.0,5.6,Online Multiplayer
Watch Dogs,2014.0,UbisoftMontreal,Modern;Action Adventure;General;Modern;Open-World,PlayStation4,80.0,6.3,Up to 8 
LEGO Dimensions,2015.0,Traveller'sTales,Action Adventure;General,XboxOne,80.0,7.0,not specified
Endless Space 2,2017.0,AmplitudeStudios,Strategy;Turn-Based;4X,PC,80.0,7.7,Online Multiplayer
Leap of Fate,2016.0,Clever-Plays,Action;General,PC,80.0,7.5,No Online Multiplayer
Metal Gear Solid V: Ground Zeroes,2014.0,KojimaProductions,Action Adventure;General;Modern;Open-World,PC,80.0,7.6,No Online Multiplayer
Trials Fusion,2014.0,RedLynx,Driving;Racing;Arcade;Motorcycle;Automobile;Street;Street,PC,80.0,6.8,not specified
Tyranny,2016.0,ObsidianEntertainment,Role-Playing;Western-Style,PC,80.0,7.8,No Online Multiplayer
Football Manager 2017,2016.0,SportsInteractive,Sports;Team;Soccer;Management,PC,80.0,5.1,not specified
Super Time Force,2014.0,CapyGames,Action;Platformer;Shooter;2D;Scrolling;Shoot-'Em-Up;Vertical,XboxOne,80.0,6.5,not specified
King's Quest Chapter 3: Once Upon a Climb,2016.0,TheOddGentlemen,Adventure;General,XboxOne,80.0,5.7,not specified
Life is Strange: Episode 5 - Polarized,2015.0,DONTNODEntertainment,Action Adventure;General,XboxOne,80.0,8.6,not specified
Westerado: Double Barreled,2015.0,OstrichBanditos,Action;General,PC,80.0,7.6,No Online Multiplayer
NBA 2K18,2017.0,VisualConcepts,Arcade;Sports;Team;Basketball;Sim,PlayStation4,80.0,1.7,Up to 10 
Volume,2015.0,MikeBithell,Action;Action Adventure;Platformer;Linear;3D,PC,80.0,7.3,No Online Multiplayer
GRID 2,2013.0,Codemasters,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,80.0,5.8,not specified
The Evil Within 2,2017.0,TangoGameworks,Action Adventure;Survival,PC,80.0,8.9,No Online Multiplayer
Mighty Switch Force! Hyper Drive Edition,2012.0,WayForward,Action;Platformer;Platformer;2D;2D,WiiU,80.0,7.7,not specified
The Banner Saga,2014.0,Stoic,Role-Playing;General;Strategy;Turn-Based;Tactics,PC,80.0,8.0,No Online Multiplayer
Age of Wonders III - Eternal Lords,2015.0,TriumphStudios,Strategy;Turn-Based;General,PC,80.0,8.4,not specified
Game of Thrones: Episode Three - The Sword in the Darkness,2015.0,TelltaleGames,Action;Adventure;General;Point-and-Click,XboxOne,80.0,7.8,not specified
Pro Evolution Soccer 2013,2012.0,Konami,Sports;Traditional;Team;Soccer;Sim;Sim,PC,80.0,6.9,not specified
Hand of Fate 2,2017.0,DefiantDevelopment,Miscellaneous;Board / Card Game,PC,80.0,7.0,No Online Multiplayer
Disney Infinity 3.0 Edition,2015.0,AvalancheSoftware,Action Adventure;General,PlayStation4,80.0,6.1,Up to 4 
BlazBlue: Chrono Phantasma Extend,2015.0,ArcSystemWorks,Action;Fighting;2D,PlayStation4,80.0,7.5,Up to 64 
Uncharted: Golden Abyss,2012.0,"NaughtyDog,SonyBend",Action Adventure;Modern;Modern;Linear,PlayStationVita,80.0,7.5,not specified
Pix the Cat,2014.0,PastaGames,Action;General;Arcade,PlayStation4,80.0,6.0,not specified
Yakuza Kiwami,2017.0,RyugaGotokuStudios,Action Adventure;Open-World,PlayStation4,80.0,8.6,No Online Multiplayer
Flinthook,2017.0,TributeGames,Action;Platformer;2D,PC,80.0,7.5,No Online Multiplayer
Battle Brothers,2017.0,OverhypeStudios,Strategy;Turn-Based;Tactics,PC,80.0,7.5,No Online Multiplayer
Overcooked!,2016.0,GhostTownGamesLtd.,Action;Simulation;Arcade;Virtual;Career,XboxOne,80.0,6.7,not specified
Dariusburst: Chronicle Saviours,2015.0,Pyramid,Action;Shooter;Shoot-'Em-Up;Horizontal,PC,80.0,8.4,No Online Multiplayer
Dariusburst: Chronicle Saviours,2015.0,Pyramid,Action;Shooter;Shoot-'Em-Up;Horizontal,PlayStation4,80.0,7.5,not specified
Grandia II Anniversary Edition,2015.0,GungHo,Role-Playing;Japanese-Style,PC,80.0,8.0,No Online Multiplayer
Assassin's Creed III,2012.0,Ubisoft,Action Adventure;Historic;Historic;Open-World,PC,80.0,6.3,not specified
Outlast,2013.0,RedBarrels,Horror;Action Adventure;Horror;Survival,PC,80.0,8.3,No Online Multiplayer
Dishonored: The Brigmore Witches,2013.0,ArkaneStudios,Action Adventure;Modern;General;Modern,PC,80.0,8.7,not specified
Virginia,2016.0,505Games,Adventure;3D;First-Person,XboxOne,80.0,6.1,not specified
Oxenfree,2016.0,NightSchoolStudio,Action Adventure;Adventure;General,PC,80.0,7.8,No Online Multiplayer
Injustice: Gods Among Us - Ultimate Edition,2013.0,NetherRealmStudios,Action;Fighting;Fighting;2D;2D,PlayStation4,80.0,7.2,not specified
Tokyo Mirage Sessions #FE,2016.0,Atlus,General;Fantasy;Role-Playing;Strategy;Turn-Based;Japanese-Style;General,WiiU,80.0,6.3,No Online Multiplayer
Trials Fusion,2014.0,RedLynx,Driving;Racing;Arcade;Motorcycle;Automobile;Street;Street,XboxOne,80.0,7.1,not specified
Elite: Dangerous,2014.0,FrontierDevelopments,Sci-Fi;Large Spaceship;Large Spaceship;Simulation;Space;Civilian,PC,80.0,6.7,not specified
Life is Strange: Episode 3 - Chaos Theory,2015.0,DONTNODEntertainment,Action Adventure;General,XboxOne,80.0,8.7,not specified
The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,2016.0,TelltaleGames,Action;Adventure;General;Point-and-Click,PC,80.0,7.1,not specified
Faeria,2017.0,AbrakamSA,Miscellaneous;Board / Card Game,PC,80.0,7.7,Online Multiplayer
Goodbye Deponia,2013.0,DaedalicEntertainment,Adventure;General;General,PC,80.0,8.0,not specified
Game of Thrones: Episode One - Iron From Ice,2014.0,TelltaleGames,Action;Adventure;General;Point-and-Click,XboxOne,80.0,7.9,not specified
Naruto Shippuden: Ultimate Ninja Storm 4,2016.0,CyberConnect2,Action;Fighting;3D,XboxOne,80.0,8.3,not specified
LEGO Dimensions,2015.0,Traveller'sTales,Action Adventure;General,PlayStation4,80.0,7.1,Up to 4 
Borderlands: The Handsome Collection,2015.0,"GearboxSoftware,IronGalaxyStudios",Miscellaneous;Compilation,XboxOne,80.0,7.8,Up to 4 
Read Only Memories,2015.0,MidBoss,General;Adventure;Point-and-Click,PC,80.0,4.3,No Online Multiplayer
The Sly Collection,2014.0,SanzaruGames,Miscellaneous;Compilation,PlayStationVita,80.0,7.8,not specified
Darkwood,2017.0,AcidWizardStudio,Action Adventure;Horror;Survival,PC,80.0,8.4,not specified
